,Hour_of_day,Day_date,Pickup_time,NumofPickups,min,X.1,Date,Time..EST.,Temp.,Visibility,Precip,Conditions,Day_of_week,Month,Week,X,Date_1,one_week_lag_pickups,isholiday,hour_min
2649,4,2/25/2015,2/25/2015 4:00,1322,0,1325,2/25/2015,4:51:00,-6.7,16.1,0,Partly Cloudy,4,2,9,NA,2/25/2015 4:51,1443,0,Apr-00
2650,4,2/25/2015,2/25/2015 4:30,1200,30,1325,2/25/2015,4:51:00,-6.7,16.1,0,Partly Cloudy,4,2,9,NA,2/25/2015 4:51,1277,0,30-Apr
2651,5,2/25/2015,2/25/2015 5:00,1522,0,1326,2/25/2015,5:51:00,-6.1,16.1,0,Partly Cloudy,4,2,9,NA,2/25/2015 5:51,1481,0,May-00
2652,5,2/25/2015,2/25/2015 5:30,2882,30,1326,2/25/2015,5:51:00,-6.1,16.1,0,Partly Cloudy,4,2,9,NA,2/25/2015 5:51,2754,0,30-May
2653,6,2/25/2015,2/25/2015 6:00,4585,0,1327,2/25/2015,6:51:00,-6.7,16.1,0,Partly Cloudy,4,2,9,NA,2/25/2015 6:51,4336,0,Jun-00
2654,6,2/25/2015,2/25/2015 6:30,8113,30,1327,2/25/2015,6:51:00,-6.7,16.1,0,Partly Cloudy,4,2,9,NA,2/25/2015 6:51,7365,0,30-Jun
2655,7,2/25/2015,2/25/2015 7:00,10274,0,1328,2/25/2015,7:51:00,-5.6,16.1,0,Clear,4,2,9,NA,2/25/2015 7:51,9177,0,Jul-00
2656,7,2/25/2015,2/25/2015 7:30,12227,30,1328,2/25/2015,7:51:00,-5.6,16.1,0,Clear,4,2,9,NA,2/25/2015 7:51,11388,0,30-Jul
2657,8,2/25/2015,2/25/2015 8:00,12784,0,1329,2/25/2015,8:51:00,-3.3,16.1,0,Clear,4,2,9,NA,2/25/2015 8:51,11821,0,Aug-00
2658,8,2/25/2015,2/25/2015 8:30,12969,30,1329,2/25/2015,8:51:00,-3.3,16.1,0,Clear,4,2,9,NA,2/25/2015 8:51,12472,0,30-Aug
2659,9,2/25/2015,2/25/2015 9:00,12283,0,1330,2/25/2015,9:51:00,-0.6,16.1,0,Partly Cloudy,4,2,9,NA,2/25/2015 9:51,12002,0,Sep-00
2660,9,2/25/2015,2/25/2015 9:30,11726,30,1330,2/25/2015,9:51:00,-0.6,16.1,0,Partly Cloudy,4,2,9,NA,2/25/2015 9:51,11540,0,30-Sep
2661,10,2/25/2015,2/25/2015 10:00,10762,0,1331,2/25/2015,10:51:00,1.1,16.1,0,Partly Cloudy,4,2,9,NA,2/25/2015 10:51,10470,0,Oct-00
2662,10,2/25/2015,2/25/2015 10:30,10540,30,1331,2/25/2015,10:51:00,1.1,16.1,0,Partly Cloudy,4,2,9,NA,2/25/2015 10:51,10480,0,30-Oct
2663,11,2/25/2015,2/25/2015 11:00,9772,0,1332,2/25/2015,11:51:00,1.7,16.1,0,Partly Cloudy,4,2,9,NA,2/25/2015 11:51,9916,0,Nov-00
2664,11,2/25/2015,2/25/2015 11:30,10967,30,1332,2/25/2015,11:51:00,1.7,16.1,0,Partly Cloudy,4,2,9,NA,2/25/2015 11:51,10982,0,30-Nov
2665,12,2/25/2015,2/25/2015 12:00,10953,0,1333,2/25/2015,12:51:00,2.2,16.1,0,Partly Cloudy,4,2,9,NA,2/25/2015 12:51,10770,0,Dec-00
2666,12,2/25/2015,2/25/2015 12:30,10488,30,1333,2/25/2015,12:51:00,2.2,16.1,0,Partly Cloudy,4,2,9,NA,2/25/2015 12:51,10702,0,30-Dec
2667,13,2/25/2015,2/25/2015 13:00,10209,0,1334,2/25/2015,13:51:00,2.2,16.1,0,Overcast,4,2,9,NA,2/25/2015 13:51,10251,0,13-0
2668,13,2/25/2015,2/25/2015 13:30,10926,30,1334,2/25/2015,13:51:00,2.2,16.1,0,Overcast,4,2,9,NA,2/25/2015 13:51,10553,0,13-30
2669,14,2/25/2015,2/25/2015 14:00,10981,0,1335,2/25/2015,14:51:00,2.8,16.1,0,Overcast,4,2,9,NA,2/25/2015 14:51,10556,0,14-0
2670,14,2/25/2015,2/25/2015 14:30,11556,30,1335,2/25/2015,14:51:00,2.8,16.1,0,Overcast,4,2,9,NA,2/25/2015 14:51,11038,0,14-30
2671,15,2/25/2015,2/25/2015 15:00,11441,0,1336,2/25/2015,15:51:00,2.8,16.1,0,Overcast,4,2,9,NA,2/25/2015 15:51,11071,0,15-0
2672,15,2/25/2015,2/25/2015 15:30,10050,30,1336,2/25/2015,15:51:00,2.8,16.1,0,Overcast,4,2,9,NA,2/25/2015 15:51,9968,0,15-30
2673,16,2/25/2015,2/25/2015 16:00,8959,0,1337,2/25/2015,16:51:00,2.8,16.1,0,Overcast,4,2,9,NA,2/25/2015 16:51,9051,0,16-0
2674,16,2/25/2015,2/25/2015 16:30,8464,30,1337,2/25/2015,16:51:00,2.8,16.1,0,Overcast,4,2,9,NA,2/25/2015 16:51,8384,0,16-30
2675,17,2/25/2015,2/25/2015 17:00,10055,0,1338,2/25/2015,17:51:00,1.7,16.1,0,Overcast,4,2,9,NA,2/25/2015 17:51,9752,0,17-0
2676,17,2/25/2015,2/25/2015 17:30,11744,30,1338,2/25/2015,17:51:00,1.7,16.1,0,Overcast,4,2,9,NA,2/25/2015 17:51,11286,0,17-30
2677,18,2/25/2015,2/25/2015 18:00,13239,0,1339,2/25/2015,18:51:00,2.2,16.1,0,Overcast,4,2,9,NA,2/25/2015 18:51,12900,0,18-0
2678,18,2/25/2015,2/25/2015 18:30,13963,30,1339,2/25/2015,18:51:00,2.2,16.1,0,Overcast,4,2,9,NA,2/25/2015 18:51,13985,0,18-30
2679,19,2/25/2015,2/25/2015 19:00,14594,0,1340,2/25/2015,19:51:00,0,16.1,0,Overcast,4,2,9,NA,2/25/2015 19:51,14605,0,19-0
2680,19,2/25/2015,2/25/2015 19:30,14427,30,1340,2/25/2015,19:51:00,0,16.1,0,Overcast,4,2,9,NA,2/25/2015 19:51,14760,0,19-30
2681,20,2/25/2015,2/25/2015 20:00,14048,0,1341,2/25/2015,20:51:00,0.6,16.1,0,Overcast,4,2,9,NA,2/25/2015 20:51,14049,0,20-0
2682,20,2/25/2015,2/25/2015 20:30,14145,30,1341,2/25/2015,20:51:00,0.6,16.1,0,Overcast,4,2,9,NA,2/25/2015 20:51,13966,0,20-30
2683,21,2/25/2015,2/25/2015 21:00,14307,0,1342,2/25/2015,21:51:00,0,16.1,0,Overcast,4,2,9,NA,2/25/2015 21:51,14127,0,21-0
2684,21,2/25/2015,2/25/2015 21:30,13846,30,1342,2/25/2015,21:51:00,0,16.1,0,Overcast,4,2,9,NA,2/25/2015 21:51,13642,0,21-30
2685,22,2/25/2015,2/25/2015 22:00,13609,0,1343,2/25/2015,22:51:00,-0.6,16.1,0,Overcast,4,2,9,NA,2/25/2015 22:51,13519,0,22-0
2686,22,2/25/2015,2/25/2015 22:30,12534,30,1343,2/25/2015,22:51:00,-0.6,16.1,0,Overcast,4,2,9,NA,2/25/2015 22:51,12177,0,22-30
2687,23,2/25/2015,2/25/2015 23:00,11356,0,1344,2/25/2015,23:51:00,0.6,16.1,0,Overcast,4,2,9,NA,2/25/2015 23:51,11051,0,23-0
2688,23,2/25/2015,2/25/2015 23:30,9201,30,1344,2/25/2015,23:51:00,0.6,16.1,0,Overcast,4,2,9,NA,2/25/2015 23:51,9682,0,23-30
2689,0,2/26/2015,2/26/2015 0:00,7598,0,1345,2/26/2015,0:51:00,-0.6,16.1,0,Overcast,5,2,9,NA,2/26/2015 0:51,7287,0,0-0
2690,0,2/26/2015,2/26/2015 0:30,5713,30,1345,2/26/2015,0:51:00,-0.6,16.1,0,Overcast,5,2,9,NA,2/26/2015 0:51,5655,0,0-30
2691,1,2/26/2015,2/26/2015 1:00,4267,0,1346,2/26/2015,1:51:00,-1.7,16.1,0,Overcast,5,2,9,NA,2/26/2015 1:51,4429,0,Jan-00
2692,1,2/26/2015,2/26/2015 1:30,3399,30,1346,2/26/2015,1:51:00,-1.7,16.1,0,Overcast,5,2,9,NA,2/26/2015 1:51,3448,0,30-Jan
2693,2,2/26/2015,2/26/2015 2:00,2620,0,1347,2/26/2015,2:51:00,-2.2,16.1,0,Overcast,5,2,9,NA,2/26/2015 2:51,2787,0,Feb-00
2694,2,2/26/2015,2/26/2015 2:30,2147,30,1347,2/26/2015,2:51:00,-2.2,16.1,0,Overcast,5,2,9,NA,2/26/2015 2:51,2190,0,Feb-30
2695,3,2/26/2015,2/26/2015 3:00,1715,0,1348,2/26/2015,3:51:00,-3.3,16.1,0,Overcast,5,2,9,NA,2/26/2015 3:51,1808,0,Mar-00
2696,3,2/26/2015,2/26/2015 3:30,1501,30,1348,2/26/2015,3:51:00,-3.3,16.1,0,Overcast,5,2,9,NA,2/26/2015 3:51,1530,0,30-Mar
2697,4,2/26/2015,2/26/2015 4:00,1498,0,1349,2/26/2015,4:51:00,-4.4,16.1,0,Overcast,5,2,9,NA,2/26/2015 4:51,1561,0,Apr-00
2698,4,2/26/2015,2/26/2015 4:30,1296,30,1349,2/26/2015,4:51:00,-4.4,16.1,0,Overcast,5,2,9,NA,2/26/2015 4:51,1246,0,30-Apr
2699,5,2/26/2015,2/26/2015 5:00,1658,0,1350,2/26/2015,5:51:00,-4.4,16.1,0,Overcast,5,2,9,NA,2/26/2015 5:51,1602,0,May-00
2700,5,2/26/2015,2/26/2015 5:30,2893,30,1350,2/26/2015,5:51:00,-4.4,16.1,0,Overcast,5,2,9,NA,2/26/2015 5:51,2812,0,30-May
2701,6,2/26/2015,2/26/2015 6:00,4565,0,1351,2/26/2015,6:51:00,-5,16.1,0,Overcast,5,2,9,NA,2/26/2015 6:51,4223,0,Jun-00
2702,6,2/26/2015,2/26/2015 6:30,8318,30,1351,2/26/2015,6:51:00,-5,16.1,0,Overcast,5,2,9,NA,2/26/2015 6:51,7680,0,30-Jun
2703,7,2/26/2015,2/26/2015 7:00,10534,0,1352,2/26/2015,7:51:00,-5,16.1,0,Overcast,5,2,9,NA,2/26/2015 7:51,9542,0,Jul-00
2704,7,2/26/2015,2/26/2015 7:30,12779,30,1352,2/26/2015,7:51:00,-5,16.1,0,Overcast,5,2,9,NA,2/26/2015 7:51,11856,0,30-Jul
2705,8,2/26/2015,2/26/2015 8:00,13267,0,1353,2/26/2015,8:51:00,-5,16.1,0,Overcast,5,2,9,NA,2/26/2015 8:51,12447,0,Aug-00
2706,8,2/26/2015,2/26/2015 8:30,13308,30,1353,2/26/2015,8:51:00,-5,16.1,0,Overcast,5,2,9,NA,2/26/2015 8:51,13165,0,30-Aug
2707,9,2/26/2015,2/26/2015 9:00,13122,0,1354,2/26/2015,9:51:00,-4.4,16.1,0,Overcast,5,2,9,NA,2/26/2015 9:51,12639,0,Sep-00
2708,9,2/26/2015,2/26/2015 9:30,12022,30,1354,2/26/2015,9:51:00,-4.4,16.1,0,Overcast,5,2,9,NA,2/26/2015 9:51,11988,0,30-Sep
2709,10,2/26/2015,2/26/2015 10:00,11071,0,1355,2/26/2015,10:51:00,-3.9,16.1,0,Overcast,5,2,9,NA,2/26/2015 10:51,11210,0,Oct-00
2710,10,2/26/2015,2/26/2015 10:30,10791,30,1355,2/26/2015,10:51:00,-3.9,16.1,0,Overcast,5,2,9,NA,2/26/2015 10:51,11294,0,30-Oct
2711,11,2/26/2015,2/26/2015 11:00,10224,0,1356,2/26/2015,11:51:00,-3.3,16.1,0,Overcast,5,2,9,NA,2/26/2015 11:51,10762,0,Nov-00
2712,11,2/26/2015,2/26/2015 11:30,11332,30,1356,2/26/2015,11:51:00,-3.3,16.1,0,Overcast,5,2,9,NA,2/26/2015 11:51,11863,0,30-Nov
2713,12,2/26/2015,2/26/2015 12:00,11577,0,1357,2/26/2015,12:51:00,-2.8,16.1,0,Overcast,5,2,9,NA,2/26/2015 12:51,11869,0,Dec-00
2714,12,2/26/2015,2/26/2015 12:30,10849,30,1357,2/26/2015,12:51:00,-2.8,16.1,0,Overcast,5,2,9,NA,2/26/2015 12:51,11388,0,30-Dec
2715,13,2/26/2015,2/26/2015 13:00,10968,0,1358,2/26/2015,13:51:00,-2.2,16.1,0,Overcast,5,2,9,NA,2/26/2015 13:51,10996,0,13-0
2716,13,2/26/2015,2/26/2015 13:30,11902,30,1358,2/26/2015,13:51:00,-2.2,16.1,0,Overcast,5,2,9,NA,2/26/2015 13:51,11813,0,13-30
2717,14,2/26/2015,2/26/2015 14:00,11675,0,1359,2/26/2015,14:51:00,-3.3,16.1,0,Overcast,5,2,9,NA,2/26/2015 14:51,11626,0,14-0
2718,14,2/26/2015,2/26/2015 14:30,11877,30,1359,2/26/2015,14:51:00,-3.3,16.1,0,Overcast,5,2,9,NA,2/26/2015 14:51,12060,0,14-30
2719,15,2/26/2015,2/26/2015 15:00,11749,0,1360,2/26/2015,15:51:00,-2.8,16.1,0,Overcast,5,2,9,NA,2/26/2015 15:51,12149,0,15-0
2720,15,2/26/2015,2/26/2015 15:30,10454,30,1360,2/26/2015,15:51:00,-2.8,16.1,0,Overcast,5,2,9,NA,2/26/2015 15:51,10895,0,15-30
2721,16,2/26/2015,2/26/2015 16:00,9244,0,1361,2/26/2015,16:51:00,-2.2,14.5,0,Snow,5,2,9,NA,2/26/2015 16:51,9812,0,16-0
2722,16,2/26/2015,2/26/2015 16:30,8586,30,1361,2/26/2015,16:51:00,-2.2,14.5,0,Snow,5,2,9,NA,2/26/2015 16:51,9057,0,16-30
2723,17,2/26/2015,2/26/2015 17:00,10421,0,1362,2/26/2015,17:51:00,-2.8,16.1,0,Overcast,5,2,9,NA,2/26/2015 17:51,10825,0,17-0
2724,17,2/26/2015,2/26/2015 17:30,12200,30,1362,2/26/2015,17:51:00,-2.8,16.1,0,Overcast,5,2,9,NA,2/26/2015 17:51,12673,0,17-30
2725,18,2/26/2015,2/26/2015 18:00,13468,0,1363,2/26/2015,18:51:00,-2.8,16.1,0,Overcast,5,2,9,NA,2/26/2015 18:51,14254,0,18-0
2726,18,2/26/2015,2/26/2015 18:30,14686,30,1363,2/26/2015,18:51:00,-2.8,16.1,0,Overcast,5,2,9,NA,2/26/2015 18:51,14865,0,18-30
2727,19,2/26/2015,2/26/2015 19:00,15155,0,1364,2/26/2015,19:51:00,-3.3,16.1,0,Overcast,5,2,9,NA,2/26/2015 19:51,15308,0,19-0
2728,19,2/26/2015,2/26/2015 19:30,15220,30,1364,2/26/2015,19:51:00,-3.3,16.1,0,Overcast,5,2,9,NA,2/26/2015 19:51,15582,0,19-30
2729,20,2/26/2015,2/26/2015 20:00,15393,0,1365,2/26/2015,20:51:00,-3.3,16.1,0,Overcast,5,2,9,NA,2/26/2015 20:51,15971,0,20-0
2730,20,2/26/2015,2/26/2015 20:30,15022,30,1365,2/26/2015,20:51:00,-3.3,16.1,0,Overcast,5,2,9,NA,2/26/2015 20:51,15661,0,20-30
2731,21,2/26/2015,2/26/2015 21:00,15093,0,1366,2/26/2015,21:51:00,-3.9,16.1,0,Overcast,5,2,9,NA,2/26/2015 21:51,15751,0,21-0
2732,21,2/26/2015,2/26/2015 21:30,14742,30,1366,2/26/2015,21:51:00,-3.9,16.1,0,Overcast,5,2,9,NA,2/26/2015 21:51,15441,0,21-30
2733,22,2/26/2015,2/26/2015 22:00,14159,0,1367,2/26/2015,22:51:00,-4.4,16.1,0,Overcast,5,2,9,NA,2/26/2015 22:51,15084,0,22-0
2734,22,2/26/2015,2/26/2015 22:30,14022,30,1367,2/26/2015,22:51:00,-4.4,16.1,0,Overcast,5,2,9,NA,2/26/2015 22:51,14282,0,22-30
2735,23,2/26/2015,2/26/2015 23:00,13500,0,1368,2/26/2015,23:51:00,-4.4,16.1,0,Overcast,5,2,9,NA,2/26/2015 23:51,13437,0,23-0
2736,23,2/26/2015,2/26/2015 23:30,11774,30,1368,2/26/2015,23:51:00,-4.4,16.1,0,Overcast,5,2,9,NA,2/26/2015 23:51,11480,0,23-30
2737,0,2/27/2015,2/27/2015 0:00,9689,0,1369,2/27/2015,0:51:00,-5,16.1,0,Overcast,6,2,9,NA,2/27/2015 0:51,9798,0,0-0
2738,0,2/27/2015,2/27/2015 0:30,7680,30,1369,2/27/2015,0:51:00,-5,16.1,0,Overcast,6,2,9,NA,2/27/2015 0:51,7390,0,0-30
2739,1,2/27/2015,2/27/2015 1:00,6201,0,1370,2/27/2015,1:51:00,-5.6,16.1,0,Overcast,6,2,9,NA,2/27/2015 1:51,5786,0,Jan-00
2740,1,2/27/2015,2/27/2015 1:30,4955,30,1370,2/27/2015,1:51:00,-5.6,16.1,0,Overcast,6,2,9,NA,2/27/2015 1:51,4639,0,30-Jan
2741,2,2/27/2015,2/27/2015 2:00,4052,0,1371,2/27/2015,2:51:00,-5.6,16.1,0,Overcast,6,2,9,NA,2/27/2015 2:51,3664,0,Feb-00
2742,2,2/27/2015,2/27/2015 2:30,3035,30,1371,2/27/2015,2:51:00,-5.6,16.1,0,Overcast,6,2,9,NA,2/27/2015 2:51,3022,0,Feb-30
2743,3,2/27/2015,2/27/2015 3:00,2658,0,1372,2/27/2015,3:51:00,-6.1,16.1,0,Overcast,6,2,9,NA,2/27/2015 3:51,2478,0,Mar-00
2744,3,2/27/2015,2/27/2015 3:30,2234,30,1372,2/27/2015,3:51:00,-6.1,16.1,0,Overcast,6,2,9,NA,2/27/2015 3:51,2078,0,30-Mar
2745,4,2/27/2015,2/27/2015 4:00,2169,0,1373,2/27/2015,4:51:00,-6.1,16.1,0,Overcast,6,2,9,NA,2/27/2015 4:51,2057,0,Apr-00
2746,4,2/27/2015,2/27/2015 4:30,1755,30,1373,2/27/2015,4:51:00,-6.1,16.1,0,Overcast,6,2,9,NA,2/27/2015 4:51,1668,0,30-Apr
2747,5,2/27/2015,2/27/2015 5:00,1985,0,1374,2/27/2015,5:51:00,-6.7,16.1,0,Overcast,6,2,9,NA,2/27/2015 5:51,1840,0,May-00
2748,5,2/27/2015,2/27/2015 5:30,3197,30,1374,2/27/2015,5:51:00,-6.7,16.1,0,Overcast,6,2,9,NA,2/27/2015 5:51,3040,0,30-May
2749,6,2/27/2015,2/27/2015 6:00,4597,0,1375,2/27/2015,6:51:00,-6.7,16.1,0,Overcast,6,2,9,NA,2/27/2015 6:51,4650,0,Jun-00
2750,6,2/27/2015,2/27/2015 6:30,7787,30,1375,2/27/2015,6:51:00,-6.7,16.1,0,Overcast,6,2,9,NA,2/27/2015 6:51,7827,0,30-Jun
2751,7,2/27/2015,2/27/2015 7:00,9922,0,1376,2/27/2015,7:51:00,-6.7,16.1,0,Partly Cloudy,6,2,9,NA,2/27/2015 7:51,10113,0,Jul-00
2752,7,2/27/2015,2/27/2015 7:30,12072,30,1376,2/27/2015,7:51:00,-6.7,16.1,0,Partly Cloudy,6,2,9,NA,2/27/2015 7:51,12453,0,30-Jul
2753,8,2/27/2015,2/27/2015 8:00,12612,0,1377,2/27/2015,8:51:00,-5,16.1,0,Partly Cloudy,6,2,9,NA,2/27/2015 8:51,13159,0,Aug-00
2754,8,2/27/2015,2/27/2015 8:30,12779,30,1377,2/27/2015,8:51:00,-5,16.1,0,Partly Cloudy,6,2,9,NA,2/27/2015 8:51,13456,0,30-Aug
2755,9,2/27/2015,2/27/2015 9:00,12601,0,1378,2/27/2015,9:51:00,-4.4,16.1,0,Partly Cloudy,6,2,9,NA,2/27/2015 9:51,13044,0,Sep-00
2756,9,2/27/2015,2/27/2015 9:30,11798,30,1378,2/27/2015,9:51:00,-4.4,16.1,0,Partly Cloudy,6,2,9,NA,2/27/2015 9:51,12402,0,30-Sep
2757,10,2/27/2015,2/27/2015 10:00,10654,0,1379,2/27/2015,10:51:00,-3.9,16.1,0,Partly Cloudy,6,2,9,NA,2/27/2015 10:51,11636,0,Oct-00
2758,10,2/27/2015,2/27/2015 10:30,10496,30,1379,2/27/2015,10:51:00,-3.9,16.1,0,Partly Cloudy,6,2,9,NA,2/27/2015 10:51,11586,0,30-Oct
2759,11,2/27/2015,2/27/2015 11:00,10129,0,1380,2/27/2015,11:51:00,-3.3,16.1,0,Partly Cloudy,6,2,9,NA,2/27/2015 11:51,10936,0,Nov-00
2760,11,2/27/2015,2/27/2015 11:30,11341,30,1380,2/27/2015,11:51:00,-3.3,16.1,0,Partly Cloudy,6,2,9,NA,2/27/2015 11:51,12170,0,30-Nov
2761,12,2/27/2015,2/27/2015 12:00,11470,0,1381,2/27/2015,12:51:00,-2.2,16.1,0,Partly Cloudy,6,2,9,NA,2/27/2015 12:51,11857,0,Dec-00
2762,12,2/27/2015,2/27/2015 12:30,10828,30,1381,2/27/2015,12:51:00,-2.2,16.1,0,Partly Cloudy,6,2,9,NA,2/27/2015 12:51,11478,0,30-Dec
2763,13,2/27/2015,2/27/2015 13:00,10661,0,1382,2/27/2015,13:51:00,-1.7,16.1,0,Partly Cloudy,6,2,9,NA,2/27/2015 13:51,11066,0,13-0
2764,13,2/27/2015,2/27/2015 13:30,11192,30,1382,2/27/2015,13:51:00,-1.7,16.1,0,Partly Cloudy,6,2,9,NA,2/27/2015 13:51,11510,0,13-30
2765,14,2/27/2015,2/27/2015 14:00,11471,0,1383,2/27/2015,14:51:00,-1.1,16.1,0,Partly Cloudy,6,2,9,NA,2/27/2015 14:51,12033,0,14-0
2766,14,2/27/2015,2/27/2015 14:30,11554,30,1383,2/27/2015,14:51:00,-1.1,16.1,0,Partly Cloudy,6,2,9,NA,2/27/2015 14:51,12193,0,14-30
2767,15,2/27/2015,2/27/2015 15:00,11266,0,1384,2/27/2015,15:51:00,-0.6,16.1,0,Partly Cloudy,6,2,9,NA,2/27/2015 15:51,12035,0,15-0
2768,15,2/27/2015,2/27/2015 15:30,9926,30,1384,2/27/2015,15:51:00,-0.6,16.1,0,Partly Cloudy,6,2,9,NA,2/27/2015 15:51,10657,0,15-30
2769,16,2/27/2015,2/27/2015 16:00,9008,0,1385,2/27/2015,16:51:00,-0.6,16.1,0,Partly Cloudy,6,2,9,NA,2/27/2015 16:51,9614,0,16-0
2770,16,2/27/2015,2/27/2015 16:30,8539,30,1385,2/27/2015,16:51:00,-0.6,16.1,0,Partly Cloudy,6,2,9,NA,2/27/2015 16:51,9290,0,16-30
2771,17,2/27/2015,2/27/2015 17:00,10278,0,1386,2/27/2015,17:51:00,-1.7,16.1,0,Partly Cloudy,6,2,9,NA,2/27/2015 17:51,11421,0,17-0
2772,17,2/27/2015,2/27/2015 17:30,12283,30,1386,2/27/2015,17:51:00,-1.7,16.1,0,Partly Cloudy,6,2,9,NA,2/27/2015 17:51,12764,0,17-30
2773,18,2/27/2015,2/27/2015 18:00,13832,0,1387,2/27/2015,18:51:00,-1.7,16.1,0,Partly Cloudy,6,2,9,NA,2/27/2015 18:51,14652,0,18-0
2774,18,2/27/2015,2/27/2015 18:30,14343,30,1387,2/27/2015,18:51:00,-1.7,16.1,0,Partly Cloudy,6,2,9,NA,2/27/2015 18:51,15758,0,18-30
2775,19,2/27/2015,2/27/2015 19:00,15766,0,1388,2/27/2015,19:51:00,-2.2,16.1,0,Clear,6,2,9,NA,2/27/2015 19:51,16436,0,19-0
2776,19,2/27/2015,2/27/2015 19:30,15980,30,1388,2/27/2015,19:51:00,-2.2,16.1,0,Clear,6,2,9,NA,2/27/2015 19:51,16273,0,19-30
2777,20,2/27/2015,2/27/2015 20:00,15546,0,1389,2/27/2015,20:51:00,-2.8,16.1,0,Partly Cloudy,6,2,9,NA,2/27/2015 20:51,15923,0,20-0
2778,20,2/27/2015,2/27/2015 20:30,15274,30,1389,2/27/2015,20:51:00,-2.8,16.1,0,Partly Cloudy,6,2,9,NA,2/27/2015 20:51,15118,0,20-30
2779,21,2/27/2015,2/27/2015 21:00,15036,0,1390,2/27/2015,21:51:00,-3.9,16.1,0,Clear,6,2,9,NA,2/27/2015 21:51,14753,0,21-0
2780,21,2/27/2015,2/27/2015 21:30,15016,30,1390,2/27/2015,21:51:00,-3.9,16.1,0,Clear,6,2,9,NA,2/27/2015 21:51,14526,0,21-30
2781,22,2/27/2015,2/27/2015 22:00,15553,0,1391,2/27/2015,22:51:00,-4.4,16.1,0,Clear,6,2,9,NA,2/27/2015 22:51,14915,0,22-0
2782,22,2/27/2015,2/27/2015 22:30,15441,30,1391,2/27/2015,22:51:00,-4.4,16.1,0,Clear,6,2,9,NA,2/27/2015 22:51,14815,0,22-30
2783,23,2/27/2015,2/27/2015 23:00,15217,0,1392,2/27/2015,23:51:00,-5.6,16.1,0,Clear,6,2,9,NA,2/27/2015 23:51,14434,0,23-0
2784,23,2/27/2015,2/27/2015 23:30,14816,30,1392,2/27/2015,23:51:00,-5.6,16.1,0,Clear,6,2,9,NA,2/27/2015 23:51,14180,0,23-30
2785,0,2/28/2015,2/28/2015 0:00,13869,0,1393,2/28/2015,0:51:00,-6.1,16.1,0,Clear,7,2,9,NA,2/28/2015 0:51,13805,0,0-0
2786,0,2/28/2015,2/28/2015 0:30,13218,30,1393,2/28/2015,0:51:00,-6.1,16.1,0,Clear,7,2,9,NA,2/28/2015 0:51,12650,0,0-30
2787,1,2/28/2015,2/28/2015 1:00,11952,0,1394,2/28/2015,1:51:00,-6.7,16.1,0,Clear,7,2,9,NA,2/28/2015 1:51,11302,0,Jan-00
2788,1,2/28/2015,2/28/2015 1:30,10890,30,1394,2/28/2015,1:51:00,-6.7,16.1,0,Clear,7,2,9,NA,2/28/2015 1:51,10168,0,30-Jan
2789,2,2/28/2015,2/28/2015 2:00,9883,0,1395,2/28/2015,2:51:00,-7.2,16.1,0,Partly Cloudy,7,2,9,NA,2/28/2015 2:51,9469,0,Feb-00
2790,2,2/28/2015,2/28/2015 2:30,8563,30,1395,2/28/2015,2:51:00,-7.2,16.1,0,Partly Cloudy,7,2,9,NA,2/28/2015 2:51,8144,0,Feb-30
2791,3,2/28/2015,2/28/2015 3:00,7229,0,1396,2/28/2015,3:51:00,-7.8,16.1,0,Clear,7,2,9,NA,2/28/2015 3:51,6810,0,Mar-00
2792,3,2/28/2015,2/28/2015 3:30,6564,30,1396,2/28/2015,3:51:00,-7.8,16.1,0,Clear,7,2,9,NA,2/28/2015 3:51,6175,0,30-Mar
2793,4,2/28/2015,2/28/2015 4:00,5594,0,1397,2/28/2015,4:51:00,-8.3,16.1,0,Partly Cloudy,7,2,9,NA,2/28/2015 4:51,5194,0,Apr-00
2794,4,2/28/2015,2/28/2015 4:30,3115,30,1397,2/28/2015,4:51:00,-8.3,16.1,0,Partly Cloudy,7,2,9,NA,2/28/2015 4:51,2990,0,30-Apr
2795,5,2/28/2015,2/28/2015 5:00,2337,0,1398,2/28/2015,5:51:00,-8.9,16.1,0,Partly Cloudy,7,2,9,NA,2/28/2015 5:51,2118,0,May-00
2796,5,2/28/2015,2/28/2015 5:30,2109,30,1398,2/28/2015,5:51:00,-8.9,16.1,0,Partly Cloudy,7,2,9,NA,2/28/2015 5:51,1938,0,30-May
2797,6,2/28/2015,2/28/2015 6:00,2433,0,1399,2/28/2015,6:51:00,-8.9,16.1,0,Partly Cloudy,7,2,9,NA,2/28/2015 6:51,2314,0,Jun-00
2798,6,2/28/2015,2/28/2015 6:30,3000,30,1399,2/28/2015,6:51:00,-8.9,16.1,0,Partly Cloudy,7,2,9,NA,2/28/2015 6:51,3017,0,30-Jun
2799,7,2/28/2015,2/28/2015 7:00,3073,0,1400,2/28/2015,7:51:00,-7.8,16.1,0,Partly Cloudy,7,2,9,NA,2/28/2015 7:51,3016,0,Jul-00
2800,7,2/28/2015,2/28/2015 7:30,4227,30,1400,2/28/2015,7:51:00,-7.8,16.1,0,Partly Cloudy,7,2,9,NA,2/28/2015 7:51,4078,0,30-Jul
2801,8,2/28/2015,2/28/2015 8:00,4885,0,1401,2/28/2015,8:51:00,-6.7,16.1,0,Partly Cloudy,7,2,9,NA,2/28/2015 8:51,4641,0,Aug-00
